CENTER_SESSION,,EDIT_FOLLOWING_SESSIONS,Edit this and following sessions,हे आणि पुढील सत्रे संपादित करा,इस और अगले सत्रों को एडिट करें,ଏହି ଏବଂ ପରବର୍ତ୍ତୀ ଅଧିବେଶନଗୁଡିକ ସଂପାଦନ କରନ୍ତୁ |,ఈ మరియు తదుపరి సెషన్‌లను సవరించండి,ಇದನ್ನು ಮತ್ತು ಮುಂದಿನ ಸೆಷನ್‌ಗಳನ್ನು ಸಂಪಾದಿಸಿ,இந்த மற்றும் பின்வரும் அமர்வுகளைத் திருத்தவும்,આ અને નીચેના સત્રોમાં ફેરફાર કરો,اس اور اگلے سیشنز کو ایڈٹ کریں
CENTER_SESSION,,DELETE_SESSION_MSG,Are you sure you want to delete this session?,तुम्हाला खात्री आहे की तुम्ही हे सत्र हटवू इच्छिता?,क्या आप वाकई इस सत्र को हटाना चाहते हैं?,ଆପଣ ନିଶ୍ଚିତ କି ଆପଣ ଏହି ଅଧିବେଶନ ଡିଲିଟ୍ କରିବାକୁ ଚାହୁଁଛନ୍ତି?,మీరు ఈ సెషన్‌ను తొలగించాలనుకుంటున్నారని మీకు ఖచ్చితంగా ఉందా?,ಈ ಸೆಷನ್ ಅನ್ನು ಅಳಿಸಲು ನೀವು ಖಚಿತವಾಗಿ ಬಯಸುವಿರಾ?,இந்த அமர்வை நீக்க விரும்புகிறீர்களா?,શું તમે ખરેખર આ સત્રને કાઢી નાખવા માંગો છો?,کیا آپ اس سیشن کو حذف کرنا چاہتے ہیں؟
CENTER_SESSION,,DELETE_ALL_SESSION_MSG,Are you sure you want to delete all sessions in this series?,तुमची खात्री आहे की तुम्ही या मालिकेतील सर्व सत्रे हटवू इच्छिता?,क्या आप वाकई इस शृंखला के सभी सत्र हटाना चाहते हैं?,ଆପଣ ନିଶ୍ଚିତ କି ଆପଣ ଏହି ସିରିଜର ସମସ୍ତ ଅଧିବେଶନ ଡିଲିଟ୍ କରିବାକୁ ଚାହୁଁଛନ୍ତି କି?,ఈ సిరీస్‌లోని అన్ని సెషన్‌లను తొలగించాలనుకుంటున్నారని మీకు ఖచ్చితంగా ఉందా?,ಈ ಸರಣಿಯಲ್ಲಿರುವ ಎಲ್ಲಾ ಸೆಷನ್‌ಗಳನ್ನು ಅಳಿಸಲು ನೀವು ಖಚಿತವಾಗಿ ಬಯಸುವಿರಾ?,இந்தத் தொடரின் அனைத்து அமர்வுகளையும் நீக்க விரும்புகிறீர்களா?,શું તમે ખરેખર આ શ્રેણીના તમામ સત્રો કાઢી નાખવા માંગો છો?,کیا آپ اس سیریز کے تمام سیشنز کو حذف کرنا چاہتے ہیں؟
CENTER_SESSION,,DELETE_FOLLOWING_SESSION,Delete this and following sessions,हे आणि पुढील सत्रे हटवा,इस और अगले सत्रों को हटाएं,ଏହି ଏବଂ ପରବର୍ତ୍ତୀ ଅଧିବେଶନଗୁଡିକ ଡିଲିଟ୍ କରନ୍ତୁ |,ఈ మరియు తదుపరి సెషన్‌లను తొలగించండి,ಇದನ್ನು ಮತ್ತು ಮುಂದಿನ ಸೆಷನ್‌ಗಳನ್ನು ಅಳಿಸಿ,இந்த மற்றும் பின்வரும் அமர்வுகளை நீக்கு,આ અને નીચેના સત્રો કાઢી નાખો,اس اور اگلے سیشنز کو حذف کریں
CENTER_SESSION,,UPDATE_CHANGES,Are you sure you want to update the changes?,तुम्हाला खरोखरच बदल अपडेट करायला इच्छित आहात का?,क्या आप परिवर्तनों को अपडेट करना चाहते हैं?,ଆପଣ ନିଶ୍ଚିତ କି ଆପଣ ପରିବର୍ତ୍ତନଗୁଡିକ ଅପଡେଟ୍ କରିବାକୁ ଚାହୁଁଛନ୍ତି?,మీరు మార్పులను నవీకరించాలనుకుంటున్నారని మీకు ఖచ్చితంగా ఉందా?,ಬದಲಾವಣೆಗಳನ್ನು ನವೀಕರಿಸಲು ನೀವು ಖಚಿತವಾಗಿ ಬಯಸುವಿರಾ?,மாற்றங்களை புதுப்பிக்க நிச்சயமாக விரும்புகிறீர்களா?,શું તમે ખરેખર ફેરફારો અપડેટ કરવા માંગો છો?,کیا آپ تبدیلیوں کو اپ ڈیٹ کرنا چاہتے ہیں؟
CENTER_SESSION,,SESSION_DELETED_SUCCESSFULLY,Session deleted successfully,सत्र सफलतापूर्वक हटवले गेले.,सत्र सफलतापूर्वक हटाया गया,ଅଧିବେଶନ ସଫଳତାର ସହିତ ଡିଲିଟ୍ ହେଲା |,సెషన్ విజయవంతంగా తొలగించబడింది,ಸೆಷನ್ ಅನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಅಳಿಸಲಾಗಿದೆ.,அமர்வு வெற்றிகரமாக நீக்கப்பட்டது,સત્ર સફળતાપૂર્વક કાઢી નાખ્યું,سیشن کامیابی سے حذف کر دیا گیا
CENTER_SESSION,,SESSION_EDITED_SUCCESSFULLY,Session updated successfully,सत्र सफलतापूर्वक अद्यतनित केले गेले.,सत्र सफलतापूर्वक अपडेट किया गया,ଅଧିବେଶନ ସଫଳତାର ସହିତ ଅପଡେଟ୍ ହେଲା |,సెషన్ విజయవంతంగా నవీకరించబడింది,ಸೆಷನ್ ಅನ್ನು ಯಶಸ್ವಿಯಾಗಿ ನವೀಕರಿಸಲಾಗಿದೆ.,அமர்வு வெற்றிகரமாக புதுப்பிக்கப்பட்டது,સત્ર સફળતાપૂર્વક અપડેટ થયું,سیشن کامیابی سے اپ ڈیٹ ہو گیا
CENTER_SESSION,,TOPIC_SUBTOPIC_ADDED_SUCCESSFULLY,Topic and Subtopic added successfully!,विषय आणि उपविषय सफलतापूर्वक जोडले गेले.,विषय और उपविषय सफलतापूर्वक जोड़े गए!,ବିଷୟ ଏବଂ ଉପ-ବିଷୟଗୁଡିକ ସଫଳତାର ସହିତ ଯୋଡି ହେଲା!,అంశం మరియు ఉప-అంశం విజయవంతంగా జోడించబడ్డాయి!,ವಿಷಯ ಮತ್ತು ಉಪವಿಷಯವನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಸೇರಿಸಲಾಗಿದೆ!,தலைப்பு மற்றும் துணைத் தலைப்பு வெற்றிகரமாக சேர்க்கப்பட்டது!,વિષય અને સબટોપિક સફળતાપૂર્વક ઉમેર્યા!,موضوع اور سب ٹاپک کامیابی سے شامل ہو گئے!
CENTER_SESSION,,TOPIC_SUBTOPIC_REMOVED_SUCCESSFULLY,Topic and Subtopic removed successfully!,विषय आणि उपविषय सफलतापूर्वक हटवले (नष्ट) केले गेले.,विषय और उपविषय सफलतापूर्वक हटाए गए!,ବିଷୟ ଏବଂ ଉପ-ବିଷୟ ଗୁଡିକ ସଫଳତାର ସହିତ ଡିଲିଟ୍ ହେଲା!,అంశం మరియు ఉప-అంశం విజయవంతంగా తొలగించబడ్డాయి!,ವಿಷಯ ಮತ್ತು ಉಪವಿಷಯವನ್ನು ಯಶಸ್ವಿಯಾಗಿ ತೆಗೆದುಹಾಕಲಾಗಿದೆ!,தலைப்பு மற்றும் துணைத் தலைப்பு வெற்றிகரமாக அகற்றப்பட்டது!,વિષય અને સબટોપિક સફળતાપૂર્વક દૂર કર્યા!,موضوع اور سب ٹاپک کامیابی سے ہٹا دیے گئے!
CENTER_SESSION,,FACILITATOR_REQUISITES,Facilitator's Requisites,सुविधा प्रदाताच्या आवश्यकता,सुविधा प्रदाता की आवश्यकताएँ,ସୁବିଧାକାରୀଙ୍କ ଆବଶ୍ୟକତା |,ఫెసిలిటేటర్ యొక్క అవసరాలు,ಫೆಸಿಲಿಟೇಟರ್‌ನ ಅಗತ್ಯತೆಗಳು,பெசிலிடேட்டர்களரின் தேவைகள்,ફેસિલિટેટરની આવશ્યકતાઓ,فیسلیٹیٹر کی ضروریات
CENTER_SESSION,,PREREQUISITES,Prepare,पूर्व-आवश्यकता,पहले पढ़ने वाली सामग्री,ପୂର୍ବ ଆବଶ୍ୟକତା,ముందస్తు అవసరాలు,ಪೂರ್ವಾಪೇಕ್ಷಿತಗಳು,முன்நிபந்தனைகள்,પૂર્વજરૂરીયાતો,پری ریکوزیٹس
CENTER_SESSION,,POST_REQUISITES,Practice,नंतरची-आवश्यकता,बाद में पढ़ने वाली सामग्री,ପରବର୍ତ୍ତୀ ଆବଶ୍ୟକତା,పోస్ట్-అవసరాలు,ನಂತರದ ಅವಶ್ಯಕತೆಗಳು,பின்நிபந்தனைகள்,પોસ્ટ-જરૂરીયાતો,پوسٹ ریکوزیٹس
CENTER_SESSION,,CANT_SELECT_AS_EVENT_PASSED_LIVE,Can not select topic and subtopic as event is already passed or live.,विषय आणि उपविषय निवडू शकत नाही कारण कार्यक्रम आधीच समाप्त झाला आहे किंवा लाइव्ह आहे.,"विषय और उपविषय नहीं चुने जा सकते, कार्यक्रम पहले ही समाप्त या लाइव है",ବିଷୟ ଏବଂ ଉପ-ବିଷୟଗୁଡିକ ଚୟନ କରିପାରିବ ନାହିଁ କାରଣ ପ୍ରୋଗ୍ରାମଟି ଶେଷ ହୋଇସାରିଛି କିମ୍ବା ଲାଇଭ୍ ଅଛି |,ఈవెంట్ ఇప్పటికే పూర్తయినందున లేదా లైవ్‌లో ఉన్నందున అంశం మరియు ఉప-అంశాన్ని ఎంచుకోలేరు,ಈವೆಂಟ್ ಈಗಾಗಲೇ ಮುಗಿದಿರುವುದರಿಂದ ಅಥವಾ ಲೈವ್ ಆಗಿರುವುದರಿಂದ ವಿಷಯ ಮತ್ತು ಉಪವಿಷಯವನ್ನು ಆಯ್ಕೆ ಮಾಡಲು ಸಾಧ್ಯವಿಲ್ಲ.,நிகழ்வு ஏற்கனவே கடந்துவிட்டதால் அல்லது நேரலையில் இருப்பதால் தலைப்பு மற்றும் துணைத் தலைப்பைத் தேர்ந்தெடுக்க முடியவில்லை.,વિષય અને સબટોપિક પસંદ કરી શકતા નથી કારણ કે ઇવેન્ટ પહેલેથી જ પસાર થઈ ગઈ છે અથવા લાઈવ છે.,موضوع اور سب ٹاپک کو منتخب نہیں کر سکتے کیونکہ ایونٹ پہلے ہی گزر چکا ہے یا لائیو ہے۔
CENTER_SESSION,,COURSE_TYPE,Course Type,कोर्स प्रकार,पाठ्यक्रम प्रकार,ପାଠ୍ୟକ୍ରମ ପ୍ରକାର,కోర్సు రకం,ಕೋರ್ಸ್ ಪ್ರಕಾರ,பாட வகை,અભ્યાસક્રમનો પ્રકાર,کورس کی قسم
CENTER_SESSION,,IDENTIFIER_NOT_FOUND,Identifier not found! Cannot Open Content!,ओळखकर्ता सापडला नाही! सामग्री उघडू शकत नाही!,पहचानकर्ता नहीं मिला! सामग्री नहीं खोल सकते,ପରିଚୟ ସଂକେତ ମିଳିଲା ନାହିଁ । ବିଷୟବସ୍ତୁ ଖୋଲିପାରିବ ନାହିଁ।,ఐడెంటిఫైయర్ కనుగొనబడలేదు! కంటెంట్‌ను తెరవలేము!,ಗುರುತಿಸುವಿಕೆ ಕಂಡುಬಂದಿಲ್ಲ! ವಿಷಯವನ್ನು ತೆರೆಯಲು ಸಾಧ್ಯವಿಲ್ಲ!,அடையாளங்காட்டி கிடைக்கவில்லை! உள்ளடக்கத்தைத் திறக்க முடியவில்லை!,ઓળખકર્તા મળ્યો નથી! સામગ્રી ખોલી શકાતી નથી!,شناخت کنندہ نہیں ملا! مواد نہیں کھولا جا سکتا!
CENTER_SESSION,,SELECT_SESSION,Please select type of session,कृपया सत्राचा प्रकार निवडा,कृपया सत्र का प्रकार चुनें,ଦୟାକରି ଅଧିବେଶନର ପ୍ରକାର ଚୟନ କରନ୍ତୁ l,దయచేసి సెషన్ రకాన్ని ఎంచుకోండి,ದಯವಿಟ್ಟು ಅಧಿವೇಶನದ ಪ್ರಕಾರವನ್ನು ಆಯ್ಕೆಮಾಡಿ.,அமர்வு வகையைத் தேர்ந்தெடு.,કૃપા કરીને સત્રનો પ્રકાર પસંદ કરો,براہ کرم سیشن کی قسم منتخب کریں
CENTER_SESSION,,MEETING_LINK_REQUIRED,Please Enter Meeting Link!,कृपया मीटिंग लिंक प्रविष्ट करा!,कृपया बैठक लिंक दर्ज करें!,ଦୟାକରି ମିଟିଙ୍ଗ ଲିଙ୍କ ପ୍ରବେଶ କରନ୍ତୁ,దయచేసి మీటింగ్ లింక్‌ను నమోదు చేయండి,ದಯವಿಟ್ಟು ಮೀಟಿಂಗ್ ಲಿಂಕ್ ನಮೂದಿಸಿ!,தயவுசெய்து சந்திப்பு இணைப்பை உள்ளிடு,કૃપા કરીને મીટિંગ લિંક દાખલ કરો!,براہ کرم میٹنگ کا لنک درج کریں!
CENTER_SESSION,,WEEKDAY_ERROR,Please select at least one weekday for the recurring event.,कृपया आवर्ती कार्यक्रमासाठी किमान एक आठवड्याचा दिवस निवडा.,हर हफ्ते होने वाले सत्र के लिए कम से कम एक दिन चुनें,ପୁନରାବୃତ୍ତି ଘଟଣା ପାଇଁ ଦୟାକରି ଅତି କମରେ  ଗୋଟିଏ ସପ୍ତାହର ଦିନ ଚୟନ କରନ୍ତୁ।,పునరావృత ఈవెంట్ కోసం దయచేసి కనీసం ఒక వారాన్ని ఎంచుకోండి.,ಪುನರಾವರ್ತಿತ ಕಾರ್ಯಕ್ರಮಕ್ಕಾಗಿ ದಯವಿಟ್ಟು ಕನಿಷ್ಠ ಒಂದು ವಾರದ ದಿನವನ್ನು ಆಯ್ಕೆಮಾಡಿ.,தொடர் நிகழ்வுக்கு குறைந்தது ஒரு வார நாளையாவது தேர்ந்தெடு.,પુનરાવર્તિત ઇવેન્ટ માટે કૃપા કરીને ઓછામાં ઓછો એક અઠવાડિયાનો દિવસ પસંદ કરો.,براہ کرم بار بار ہونے والے ایونٹ کے لیے کم از کم ایک دن منتخب کریں۔
CENTER_SESSION,,MULTIDAY_EVENT_ERROR,Recurring events cannot span multiple days.,आवर्ती कार्यक्रम एकापेक्षा अधिक दिवसांवर पसरू शकत नाहीत.,हफ्ते के सत्र एक से अधिक दिन में नहीं हो सकते,ବାରମ୍ବାର ଘଟୁଥିବା ଘଟଣା ଏକାଧିକ ଦିନ ବିସ୍ତାର କରିପାରିବ ନାହିଁ,పునరావృత ఈవెంట్‌లు బహుళ రోజులకు విస్తరించలేవు.,ಪುನರಾವರ್ತಿತ ಘಟನೆಗಳು ಬಹು ದಿನಗಳವರೆಗೆ ಇರಬಾರದು.,தொடர்ச்சியான நிகழ்வுகள் பல நாட்கள் நீடிக்கக்கூடாது.,પુનરાવર્તિત ઇવેન્ટ્સ વધુ દિવસો સુધી વિસ્તરી શકે નહીં.,بار بار ہونے والے ایونٹس ایک سے زیادہ دنوں تک نہیں ہو سکتے۔
CENTER_SESSION,,EXTRA_SESSION_DATE_TIME_REQUIRED_ERROR,Start and end times are required for extra sessions.,अतिरिक्त सत्रांसाठी सुरुवात आणि समाप्तीचे वेळ आवश्यक आहेत.,अतिरिक्त सत्र के लिए शुरू और खत्म समय भरें,ଅତିରିକ୍ତ ଅଧିବେଶନ( କ୍ଲାସ) ପାଇଁ ଆରମ୍ଭ ଓ ଶେଷ ସମୟ ଆବଶ୍ୟକ l,అదనపు సెషన్‌లకు ప్రారంభ మరియు ముగింపు సమయాలు అవసరం.,ಹೆಚ್ಚುವರಿ ಅವಧಿಗಳಿಗೆ ಪ್ರಾರಂಭ ಮತ್ತು ಅಂತ್ಯದ ಸಮಯಗಳು ಅಗತ್ಯವಿದೆ.,கூடுதல் அமர்வுகளுக்கு தொடக்க மற்றும் முடிவு நேரங்கள் தேவை.,વધારાના સત્રો માટે પ્રારંભ અને સમાપ્તિ સમય જરૂરી છે.,اضافی سیشنز کے لیے آغاز اور اختتام کے اوقات ضروری ہیں۔
CENTER_SESSION,,PLANNED_SESSION_DATE_TIME_REQUIRED_ERROR,Both start and end date/time are required for planned sessions.,नियोजित सत्रांसाठी दोन्ही सुरुवात आणि समाप्तीची तारीख/वेळ आवश्यक आहेत.,नियोजित सत्र के लिए शुरू और खत्म समय भरें,ଯୋଜନାବଦ୍ଧ ଅଧିବେଶନ ବା କ୍ଲାସ ନିମନ୍ତେ ଉଭୟ ଆରମ୍ଭ ଏବଂ ଶେଷ ତାରିଖ / ସମୟ ଆବଶ୍ୟକ,ప్రణాళికాబద్ధమైన సెషన్‌ల కోసం ప్రారంభ మరియు ముగింపు తేదీ/సమయం రెండూ అవసరం.,ಯೋಜಿತ ಅವಧಿಗಳಿಗೆ ಪ್ರಾರಂಭ ಮತ್ತು ಅಂತ್ಯ ದಿನಾಂಕ/ಸಮಯ ಎರಡೂ ಅಗತ್ಯವಿದೆ.,திட்டமிடப்பட்ட அமர்வுகளுக்கு தொடக்க மற்றும் முடிவு தேதி/நேரம் இரண்டும் தேவை.,આયોજિત સત્રો માટે પ્રારંભ અને સમાપ્તિ તારીખ/સમય બંને જરૂરી છે.,منصوبہ بند سیشنز کے لیے دونوں آغاز اور اختتام کی تاریخ/وقت ضروری ہیں۔
CENTER_SESSION,,EXTRA_SESSION_VALID_DATE_TIME_REQUIRED_ERROR,Please provide a valid start time for the extra session.,कृपया अतिरिक्त सत्रासाठी वैध सुरुवातीची वेळ द्या.,कृपया अतिरिक्त सत्र के लिए सही शुरू समय भरें,ଅତିରିକ୍ତ ଅଧିବେଶନ ନିମନ୍ତେ ଦୟାକରି ଉପଯୁକ୍ତ ଆରମ୍ଭ ସମୟ ପ୍ରଦାନ କରନ୍ତୁ,దయచేసి అదనపు సెషన్ కోసం చెల్లుబాటు అయ్యే ప్రారంభ సమయాన్ని అందించండి.,ದಯವಿಟ್ಟು ಹೆಚ್ಚುವರಿ ಅವಧಿಗೆ ಮಾನ್ಯವಾದ ಪ್ರಾರಂಭ ಸಮಯವನ್ನು ಒದಗಿಸಿ.,கூடுதல் அமர்வுக்கான சரியான தொடக்க நேரத்தை வழங்கவும்.,કૃપા કરીને વધારાના સત્ર માટે માન્ય પ્રારંભ સમય આપો.,براہ کرم اضافی سیشن کے لیے درست آغاز کا وقت فراہم کریں۔
CENTER_SESSION,,PLANNED_SESSION_START_DATE_TIME_REQUIRED_ERROR,Please provide a valid start date/time for the planned session.,कृपया नियोजित सत्रासाठी वैध सुरुवातीची तारीख/वेळ द्या.,कृपया नियोजित सत्र का सही शुरू समय भरें,ଯୋଜନାବଦ୍ଧ ଅଧିବେଶନ ନିମନ୍ତେ ଦୟାକରି ଉପଯୁକ୍ତ ଆରମ୍ଭ ତାରିଖ / ସମୟ ପ୍ରଦାନ କରନ୍ତୁ,దయచేసి ప్రణాళికాబద్ధమైన సెషన్ కోసం చెల్లుబాటు అయ్యే ప్రారంభ తేదీ/సమయాన్ని అందించండి.,ದಯವಿಟ್ಟು ಯೋಜಿತ ಅವಧಿಗೆ ಮಾನ್ಯವಾದ ಪ್ರಾರಂಭ ದಿನಾಂಕ/ಸಮಯವನ್ನು ಒದಗಿಸಿ.,திட்டமிடப்பட்ட அமர்வுக்கான சரியான தொடக்க தேதி/நேரத்தை வழங்கவும்.,કૃપા કરીને આયોજિત સત્ર માટે માન્ય પ્રારંભ તારીખ/સમય પ્રદાન કરો.,براہ کرم منصوبہ بند سیشن کے لیے درست آغاز کی تاریخ/وقت فراہم کریں۔
CENTER_SESSION,,EXTRA_SESSION_END_DATE_TIME_REQUIRED_ERROR,Please provide a valid end time for the extra session.,कृपया अतिरिक्त सत्रासाठी वैध समाप्तीची वेळ द्या.,कृपया अतिरिक्त सत्र का सही खत्म समय भरें,ଅତିରିକ୍ତ ଅଧିବେଶନ ନିମନ୍ତେ ଦୟାକରି ଉପଯୁକ୍ତ ଶେଷ ସମୟ ପ୍ରଦାନ କରନ୍ତୁ,దయచేసి అదనపు సెషన్ కోసం చెల్లుబాటు అయ్యే ముగింపు సమయాన్ని అందించండి.,ದಯವಿಟ್ಟು ಹೆಚ್ಚುವರಿ ಅವಧಿಗೆ ಮಾನ್ಯವಾದ ಅಂತಿಮ ಸಮಯವನ್ನು ಒದಗಿಸಿ.,கூடுதல் அமர்வுக்கான சரியான முடிவு நேரத்தை வழங்கவும்.,કૃપા કરીને વધારાના સત્ર માટે માન્ય સમાપ્તિ સમય આપો.,براہ کرم اضافی سیشن کے لیے درست اختتام کا وقت فراہم کریں۔
CENTER_SESSION,,PLANNED_SESSION_END_DATE_TIME_REQUIRED_ERROR,Please provide a valid end time for the planned session.,कृपया नियोजित सत्रासाठी वैध समाप्तीची वेळ द्या.,नियोजित सत्र का सही खत्म समय भरें,ଯୋଜନାବଦ୍ଧ ଅଧିବେଶନ ନିମନ୍ତେ ଦୟାକରି ଉପଯୁକ୍ତ ଶେଷ ସମୟ ପ୍ରଦାନ କରନ୍ତୁ,దయచేసి ప్రణాళికాబద్ధమైన సెషన్ కోసం చెల్లుబాటు అయ్యే ముగింపు సమయాన్ని అందించండి.,ದಯವಿಟ್ಟು ಯೋಜಿಸಲಾದ ಅವಧಿಗೆ ಮಾನ್ಯವಾದ ಅಂತಿಮ ಸಮಯವನ್ನು ಒದಗಿಸಿ。,திட்டமிடப்பட்ட அமர்வுக்கு சரியான முடிவு நேரத்தை வழங்கவும்.,કૃપા કરીને આયોજિત સત્ર માટે માન્ય સમાપ્તિ સમય પ્રદાન કરો.,براہ کرم منصوبہ بند سیشن کے لیے درست اختتام کا وقت فراہم کریں۔
CENTER_SESSION,,INVALID_DATE,Invalid Date,अवैध तारीख.,गलत तारीख,ତାରିଖ ବୈଧ୍ୟ ନୁହେଁ,చెల్లని తేదీ,ಅಮಾನ್ಯ ದಿನಾಂಕ,தவறான தேதி,અમાન્ય તારીખ,غلط تاریخ
CENTER_SESSION,,INVALID_EVENT_CONFIGURATION,Invalid event configuration. Please check your inputs.,अवैध कार्यक्रम संरचना. कृपया आपले इनपुट तपासा.,"कार्यक्रम सेटिंग गलत है, कृपया जांचें",ଘଟଣାର ବିନ୍ୟାସ ଅବୈଧ। ଦୟାକରି ଆପଣଙ୍କର ଇନପୁଟ୍‌ଗୁଡିକୁ ଯାଞ୍ଚ କରନ୍ତୁ।”,చెల్లని ఈవెంట్ కాన్ఫిగరేషన్. దయచేసి మీ ఇన్‌పుట్‌లను తనిఖీ చేయండి.,ಅಮಾನ್ಯವಾದ ಈವೆಂಟ್ ಕಾನ್ಫಿಗರೇಶನ್. ದಯವಿಟ್ಟು ನಿಮ್ಮ ಇನ್‌ಪುಟ್‌ಗಳನ್ನು ಪರಿಶೀಲಿಸಿ.,தவறான நிகழ்வு உள்ளமைவு. உங்கள் உள்ளீடுகளைச் சரிபார்.,અમાન્ય ઇવેન્ટ ગોઠવણી. કૃપા કરીને તમારા ઇનપુટ્સ તપાસો.,غلط ایونٹ کی تشکیل۔ براہ کرم اپنے اندراجات چیک کریں۔
CENTER_SESSION,,MEETING_URL_ERROR,Please provide a valid meeting URL.,कृपया वैध मीटिंग URL द्या.,सही मीटिंग लिंक डालें,ଦୟାକରି ଏକ ମିଟିଙ୍ଗର  ସଠିକ URL ପ୍ରଦାନ କରନ୍ତୁ l,దయచేసి చెల్లుబాటు అయ్యే మీటింగ్ URLను అందించండి,ದಯವಿಟ್ಟು ಮಾನ್ಯವಾದ ಸಭೆಯ URL ಅನ್ನು ಒದಗಿಸಿ.,தயவுசெய்து ஒரு சரியான சந்திப்பு URL ஐ வழங்கவும்.,કૃપા કરીને એક માન્ય મીટિંગ URL પ્રદાન કરો.,براہ کرم ایک درست میٹنگ URL فراہم کریں۔
CENTER_SESSION,,COMPLETED,Completed,पूर्ण झाले,पूरा हुआ,ସମ୍ପୂର୍ଣ୍ଣ,పూర్తయింది,ಪೂರ್ಣಗೊಂಡಿದೆ,முடிக்கப்பட்டது,પૂર્ણ,مکمل
CENTER_SESSION,,INPROGRESS,In Progress,प्रगतीपथावर,प्रगति में,ପ୍ରଗତିରେ,పురోగతిలో ఉంది,ಪ್ರಗತಿಯಲ್ಲಿದೆ,செயல்பாட்டில் உள்ளது,પ્રગતિમાં,جاری
CENTER_SESSION,,NOTSTARTED,Not Started,सुरू झालेले नाही,शुरू नहीं हुआ,ଆରମ୍ଭ ହୋଇନାହିଁ,ప్రారంభించబడలేదు,ಪ್ರಾರಂಭಿಸಲಾಗಿಲ್ಲ,தொடங்கப்படவில்லை,શરૂ નથી,آغاز نہیں کیا گیا
CENTER_SESSION,,START_DATE_MUST_BE_TODAY_OR_FUTURE_DATE,Start date must be today or future date,प्रारंभ तारीख आज किंवा भविष्यातील तारीख असावी,शुरू की तारीख आज या भविष्य की होनी चाहिए,ଆରମ୍ଭ ତାରିଖ ଆଜି କିମ୍ବା ଭବିଷ୍ୟତ ତାରିଖ ହେବା ଉଚିତ,ప్రారంభ తేదీ తప్పనిసరిగా నేటి లేదా భవిష్యత్తు తేదీ అయి ఉండాలి,ಪ್ರಾರಂಭ ದಿನಾಂಕವು ಇಂದಿನ ಅಥವಾ ಭವಿಷ್ಯದ ದಿನಾಂಕವಾಗಿರಬೇಕು,தொடக்க தேதி இன்று அல்லது எதிர்கால தேதியாக இருக்க வேண்டும்,પ્રારંભ તારીખ આજે અથવા ભવિષ્યની તારીખ હોવી જોઈએ,شروع کی تاریخ آج یا مستقبل کی تاریخ ہونی چاہیے
CENTER_SESSION,,DATE_MUST_BE_TODAY_OR_FUTURE_DATE,Date must be today or future date,तारीख आज किंवा भविष्यातील तारीख असावी,तारीख आज या भविष्य की होनी चाहिए,ତାରିଖ ଆଜି କିମ୍ବା ଭବିଷ୍ୟତ ତାରିଖ ହେବା ଉଚିତ,తేదీ తప్పనిసరిగా నేటి లేదా భవిష్యత్తు తేదీ అయి ఉండాలి,ದಿನಾಂಕವು ಇಂದಿನ ಅಥವಾ ಭವಿಷ್ಯದ ದಿನಾಂಕವಾಗಿರಬೇಕು,தேதி இன்று அல்லது எதிர்கால தேதியாக இருக்க வேண்டும்,તારીખ આજે અથવા ભવિષ્યની તારીખ હોવી જોઈએ,تاریخ آج یا مستقبل کی تاریخ ہونی چاہیے
CENTER_SESSION,,TITLE,Title,शीर्षक,शीर्षक,ଶୀର୍ଷକ,శీర్షిక,ಶೀರ್ಷಿಕೆ,தலைப்பு,શીર્ષક,عنوان
CENTER_SESSION,,COURSE_PLANNER_NOT_AVAILABLE,Course Planner has not yet been uploaded for {{subject}}!,{{subject}} साठी अभ्यासक्रम नियोजक उपलब्ध नाही!,{{subject}} के लिए करिकुलम प्लानर उपलब्ध नहीं है,{{subject}} ପାଇଁ ପାଠ୍ୟକ୍ରମ ଯୋଜନାକାରୀ ଉପଲବ୍ଧ ନାହିଁ!,{{subject}} కోసం కోర్సు ప్లానర్ ఇంకా అప్‌లోడ్ చేయబడలేదు!,{{subject}} ಗಾಗಿ ಕೋರ್ಸ್ ಪ್ಲಾನರ್ ಅನ್ನು ಇನ್ನೂ ಅಪ್‌ಲೋಡ್ ಮಾಡಲಾಗಿಲ್ಲ!,{{subject}}க்கான பாடத்திட்டம் இன்னும் பதிவேற்றப்படவில்லை!,કોર્સ પ્લાનર હજુ સુધી {{વિષય}} માટે અપલોડ કરવામાં આવ્યો નથી!,کورس پلانر ابھی تک {{موضوع}} کے لیے اپ لوڈ نہیں ہوا ہے!
