FORM,,WHAT_IS_YOUR_PREFERRED_MODE_OF_LEARNING,What is Your Preferred Mode of Learning?,आपली प्राधान्य लर्निंग मोड कोणती आहे?,आपकी पसंदीदा शिक्षण विधि क्या है?,ଆପଣଙ୍କ ପସନ୍ଦର ଶିକ୍ଷା ଧାରା କଣ?,మీకు ఇష్టమైన అభ్యాస విధానం ఏమిటి?,ನಿಮ್ಮ ಆದ್ಯತೆಯ ಕಲಿಕೆಯ ವಿಧಾನ ಯಾವುದು?,உங்களுக்கு விருப்பமான கற்றல் முறை என்ன?,તમારું પસંદીદા શિક્ષણ મોડ શું છે?,آپ کا پسندیدہ مطالعہ کا طریقہ کیا ہے؟
FORM,,ARE_YOU_CURRENTLY_WORKING_IF_YES_CHOOSE_THE_DOMAIN,"Are You Currently Working? If Yes, Choose the Domain","आपण सध्या कार्यरत आहात का? असल्यास, क्षेत्र निवडा","क्या आप वर्तमान में कार्यरत हैं? यदि हाँ, तो क्षेत्र चुनें","ଆପଣ ବର୍ତ୍ତମାନ କାମ କରୁଛନ୍ତି କି? ଯଦି ହଁ, ତେବେ କ୍ଷେତ୍ର  ଚୟନ କରନ୍ତୁ","మీరు ప్రస్తుతం పని చేస్తున్నారా? అవును అయితే, డొమైన్‌ను ఎంచుకోండి","ನೀವು ಪ್ರಸ್ತುತ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದೀರಾ? ಹೌದಾದರೆ, ಡೊಮೇನ್ ಆಯ್ಕೆಮಾಡಿ","நீங்கள் தற்போது வேலை செய்கிறீர்களா? ஆம் எனில், டொமைனைத் தேர்ந்தெடு","શું તમે હાલમાં કામ કરી રહ્યા છો? જો હા, તો ડોમેન પસંદ કરો",کیا آپ فی الحال کام کر رہے ہیں؟ اگر ہاں، تو ڈومین کا انتخاب کریں۔
FORM,,HAVE_YOU_RECEIVE_ANY_PRIOR_TRAINING,Have You Received Any Prior Training?,आपण यापूर्वी कोणतेही प्रशिक्षण घेतले आहे का?,क्या आपने पहले कोई प्रशिक्षण प्राप्त किया है?,ଆପଣ କୌଣସି ପୂର୍ବ ତାଲିମ ପାଇଛନ୍ତି କି?,మీరు ఇంతకు ముందు ఏదైనా శిక్షణ పొందారా?,ನೀವು ಯಾವುದೇ ಹಿಂದಿನ ತರಬೇತಿಯನ್ನು ಪಡೆದಿದ್ದೀರಾ?,நீங்கள் முன்பு ஏதேனும் பயிற்சி பெற்றிருக்கிறீர்களா?,શું તમને કોઈ પૂર્વ તાલીમ પ્રાપ્ત થઈ છે?,کیا آپ نے کوئی پیشگی تربیت حاصل کی ہے؟
FORM,,WHAT_DO_YOU_WANT_TO_BECOME,What do you want to become?,आपण काय बनू इच्छिता?,आप क्या बनना चाहते हैं?,ଆପଣ କ’ଣ ହେବାକୁ ଚାହୁଁଛନ୍ତି?,మీరు ఏమవ్వాలనుకుంటున్నారు?,ನೀವು ಏನಾಗಲು ಬಯಸುತ್ತೀರಿ?,நீங்கள் என்ன ஆக விரும்புகிறீர்கள்?,તમે શું બનવા માંગો છો?,آپ کیا بننا چاہتے ہیں؟
FORM,,EDUCATIONAL_INSTITUTE,Educational Institute,शैक्षणिक संस्था,शैक्षणिक संस्थान,ଶୈକ୍ଷିକ ଅନୁଷ୍ଠାନ,విద్యా సంస్థ,ಶೈಕ್ಷಣಿಕ ಸಂಸ್ಥೆ,கல்வி நிறுவனம்,શૈક્ષણિક સંસ્થા,تعلیمی ادارہ
FORM,,UNEMPLOYED_OR_DOMESTIC_WORK,Unemployed or Domestic Work,बेरोजगार किंवा घरगुती काम,बेरोज़गार या घरेलू कार्य,ବେକାର କିମ୍ବା ଘରୋଇ କାର୍ଯ୍ୟ,నిరుద్యోగి లేదా గృహ సంబంధిత పని,ನಿರುದ್ಯೋಗಿ ಅಥವಾ ಗೃಹ ಕೆಲಸ,வேலையில்லாதவர் அல்லது வீட்டு வேலை,બેરોજગાર અથવા ઘરેલું કામ,بے روزگار یا گھریلو کام
FORM,,SELF_PLACED,Self Placed,स्वयंनियुक्त,स्वयं द्वारा नियोजित,ସ୍ୱୟଂ ନିଯୁକ୍ତ,సొంతంగా ఉంచబడింది,ಸ್ವಯಂ-ನಿಯೋಜಿತ,சுய வேலை,સ્વ-નિયોજિત,خود ملازم
FORM,,TRANSGENDER,Other,इतर,अन्य,ଅନ୍ୟ,ఇతర,ಇತರ,மற்றவை,અન્ય,دیگر
FORM,,HINDI,Hindi,हिंदी,हिंदी,ହିନ୍ଦୀ,హిందీ,ಹಿಂದಿ,இந்தி,હિન્દી,ہندی
FORM,,MARATHI,Marathi,मराठी,मराठी,ମରାଠୀ,మరాఠీ,ಮರಾಠಿ,மராத்தி,મરાઠી,مراٹھی
FORM,,URDU,Urdu,उर्दू,उर्दू,ଉର୍ଦ୍ଦୁ,ఉర్దూ,ಉರ್ದು,உருது,ઉર્દૂ,اردو
FORM,,DIVORCED/WIDOW,Divorced/Widow,घटस्फोटित / विधवा,तलाकशुदा/विधवा,ବିବାହ ବିଚ୍ଛେଦ/ବିଧବା,విడాకులు తీసుకున్న/విధవ,ವಿಚ್ಛೇದಿತ/ವಿಧವೆ,விவாகரத்து/விதவை,છૂટાછેડા/વિધવા,طلاق یافتہ/ بیوہ
FORM,,AVAILABLE_SUGGESTIONS,Available suggestions:,उपलब्ध सूचना:,उपलब्ध सुझाव:,ଉପଲବ୍ଧ ପରାମର୍ଶ:,అందుబాటులో ఉన్న సూచనలు:,ಲಭ್ಯವಿರುವ ಸಲಹೆಗಳು:,கிடைக்கும் பரிந்துரைகள்:,ઉપલબ્ધ સૂચનો:,دستیاب تجاویز:
FORM,,USERNAME_ALREADY_EXIST,This username already exists,हा वापरकर्तानाव आधीच अस्तित्वात आहे,यह यूज़रनेम पहले से मौजूद है,ଏହି ୟୁଜରନେମ୍‌ ଆଗରୁ ଅଛି।,ఈ వినియోగదారు పేరు ఇప్పటికే ఉంది,ಈ ಯೂಸರ್ ಹೆಸರು ಈಗಾಗಲೇ ಇದೆ,இந்த பயனர் பெயர் ஏற்கனவே உள்ளது,આ વપરાશકર્તા નામ પહેલેથી અસ્તિત્વમાં છે,یہ صارف نام پہلے سے موجود ہے۔
FORM,,GRADUATE,Graduate,पदवीधर,स्नातक,ସ୍ନାତକ,గ్రాడ్యుయేట్,ಪದವೀಧರರು ,பட்டதாரி,સ્નાતક,گریجویٹ
FORM,,POST_GRADUATE,Post Graduate,पदव्युत्तर,स्नातकोत्तर,ସ୍ନାତକୋତ୍ତର,పోస్ట్ గ్రాడ్యుయేట్,ಸ್ನಾತಕೋತ್ತರ,முதுகலை,સ્નાતકોત્તર,پوسٹ گریجویٹ
FORM_ERROR_MESSAGES,,INVALID_INPUT,Invalid Input.,अमान्य इनपुट.,अवैध इनपुट।,ଅବୈଧ ଇନପୁଟ୍,చెల్లని ఇన్పుట్,ಇನ್ ವ್ಯಾಲಿಡ್ ಇನ್‌ಪುಟ್.,தவறான உள்ளீடு.,અમાન્ય ઇનપુટ.,غلط ان پٹ۔
FORM_ERROR_MESSAGES,,FIELD_REQUIRED,{{field}} is required,आवश्यक आहे,{{field}} आवश्यक है,{{field}} ଆବଶ୍ୟକ,{{field}} అవసరం,{{ಫೀಲ್ಡ್}} ಅಗತ್ಯವಿದೆ,{{field}} தேவை,{{ફિલ્ડ}} જરૂરી છે,{{field}} درکار ہے۔
FORM_ERROR_MESSAGES,,THIS_IS_REQUIRED_FIELD,This is required field,हे आवश्यक क्षेत्र आहे,यह आवश्यक फील्ड है,ଏହା ଆବଶ୍ୟକ କ୍ଷେତ୍ର,ఇది తప్పనిసరి ఫీల్డ్,ಇದು ಅಗತ್ಯವಿರುವ ಫೀಲ್ಡ್ ವಾಗಿದೆ,இது தேவையான களம்,આ જરૂરી ક્ષેત્ર છે,یہ ضروری فیلڈ ہے۔
FORM_ERROR_MESSAGES,,ENTER_ONLY_DIGITS,Please enter only digits,कृपया फक्त अंके प्रविष्ट करा,कृपया केवल अंकों में दर्ज करें,ଦୟାକରି  କେବଳ ସଂଖ୍ୟା ଦାଖଲ କରନ୍ତୁ,దయచేసి అంకెలను మాత్రమే నమోదు చేయండి,ದಯವಿಟ್ಟು ಅಂಕೆಗಳನ್ನು ಮಾತ್ರ ನಮೂದಿಸಿ.,தயவுசெய்து இலக்கங்களை மட்டும் உள்ளிடவும்,કૃપા કરીને માત્ર અંકો દાખલ કરો,براہ کرم صرف ہندسے درج کریں۔
FORM_ERROR_MESSAGES,,MIN_LENGTH_DIGITS_ERROR,Minimum {{minLength}} Digits required,किमान {{minLength}} अंक आवश्यक आहेत,न्यूनतम {{minLength}} अंक आवश्यक हैं,ସର୍ବନିମ୍ନ {{minLength}} ସଂଖ୍ୟା ଆବଶ୍ୟକ,కనీసం {{minLength}} అంకెలు అవసరం,ಕನಿಷ್ಠ {{minLength}} ಅಂಕೆಗಳು ಅಗತ್ಯವಿದೆ,குறைந்தபட்சம் {{minLength}} இலக்கங்கள் தேவை,ન્યૂનતમ {{minLength}} અંકો જરૂરી છે,کم از کم {{minLength}} ہندسے درکار ہیں۔
FORM_ERROR_MESSAGES,,MAX_LENGTH_DIGITS_ERROR,Maximum {{maxLength}} Digits allowed,अंक स्वीकारले जातात,अधिकतम {{maxLength}} अंक अनुमत हैं,ସର୍ବାଧିକ {{maxLength}} ସଂଖ୍ୟା ଅନୁମତି,గరిష్టంగా {{maxLength}} అంకెలు అనుమతించబడతాయి,ಗರಿಷ್ಠ {{maxLength}} ಅಂಕೆಗಳು ಅನುಮತಿಸಲಾಗಿದೆ,அதிகபட்சம் {{maxLength}} இலக்கங்கள் மட்டுமே அனுமதிக்கப்படும்,મહત્તમ {{maxLength}} અંકોની મંજૂરી છે,زیادہ سے زیادہ {{maxLength}} ہندسوں کی اجازت ہے۔
FORM_ERROR_MESSAGES,,MIN_LENGTH_CHARACTERS_ERROR,Minimum {{minLength}} characters required,किमान {{minLength}} वर्ण आवश्यक आहेत,न्यूनतम {{minLength}} वर्ण आवश्यक हैं,ସର୍ବନିମ୍ନ {{minLength}} ଅକ୍ଷର ଆବଶ୍ୟକ,కనీసం {{minLength}} అక్షరాలు అవసరం,ಕನಿಷ್ಠ {{minLength}} ಅಕ್ಷರಗಳು ಅಗತ್ಯವಿದೆ,குறைந்தபட்ச {{minLength}} எழுத்துக்கள் தேவை,ન્યૂનતમ {{minLength}} અક્ષરો જરૂરી છે,کم از کم {{minLength}} حروف درکار ہیں۔
FORM_ERROR_MESSAGES,,MAX_LENGTH_CHARACTERS_ERROR,Maximum {{maxLength}} characters allowed,जास्तीत जास्त {{maxLength}} वर्ण स्वीकारले जातात,अधिकतम {{maxLength}} वर्ण अनुमत हैं,ସର୍ବାଧିକ {{maxLength}} ଅକ୍ଷର ଅନୁମତି,గరిష్టంగా {{maxLength}} అక్షరాలు అనుమతించబడతాయి,ಗರಿಷ್ಠ {{maxLength}} ಅಕ್ಷರಗಳನ್ನು ಅನುಮತಿಸಲಾಗಿದೆ,அதிகபட்சம் {{maxLength}} எழுத்துக்குறிகள் அனுமதிக்கப்படுகின்றன,મહત્તમ {{maxLength}} અક્ષરોની મંજૂરી છે,زیادہ سے زیادہ {{maxLength}} حروف کی اجازت ہے۔
FORM_ERROR_MESSAGES,,NUMBER_AND_SPECIAL_CHARACTERS_NOT_ALLOWED,Numbers and special characters are not allowed,अंक आणि विशेष वर्ण स्वीकारले जात नाहीत,संख्याएँ और विशेष वर्ण अनुमति नहीं हैं,ସଂଖ୍ୟା ଏବଂ ବିଶେଷ ଚରିତ୍ରଗୁଡିକ ଅନୁମତି ନୁହେଁ।,సంఖ్యలు మరియు ప్రత్యేక అక్షరాలు అనుమతించబడవు,ಸಂಖ್ಯೆಗಳು ಮತ್ತು ವಿಶೇಷ ಅಕ್ಷರಗಳನ್ನು ಅನುಮತಿಸಲಾಗುವುದಿಲ್ಲ.,எண்கள் மற்றும் சிறப்பு எழுத்துக்குறிகள் அனுமதிக்கப்படாது,સંખ્યાઓ અને વિશિષ્ટ અક્ષરોની મંજૂરી નથી,نمبرز اور خصوصی حروف کی اجازت نہیں ہے۔
FORM_ERROR_MESSAGES,,ENTER_VALID_MOBILE_NUMBER,Enter Valid mobile number,वैध मोबाइल नंबर प्रविष्ट करा.,वैध मोबाइल नंबर दर्ज करें,ଉପଯୁକ୍ତ ମୋବାଇଲ୍ ନମ୍ବର ପ୍ରବେଶ କରନ୍ତୁ |,చెల్లుబాటు అయ్యే మొబైల్ నంబర్‌ను నమోదు చేయండి,ಮಾನ್ಯ ಮೊಬೈಲ್ ಸಂಖ್ಯೆಯನ್ನು ನಮೂದಿಸಿ,சரியான மொபைல் எண்ணை உள்ளிடவும்,માન્ય મોબાઇલ નંબર દાખલ કરો,درست موبائل نمبر درج کریں۔
FORM_ERROR_MESSAGES,,ENTER_VALID_EMAIL,Enter valid Email,वैध ईमेल प्रविष्ट करा.,वैध ईमेल दर्ज करें,ଉପଯୁକ୍ତ ଇମେଲ୍ ପ୍ରବେଶ କରନ୍ତୁ |,చెల్లుబాటు అయ్యే ఈమెయిల్‌ను నమోదు చేయండి,ಮಾನ್ಯ ಇಮೇಲ್ ನಮೂದಿಸಿ,சரியான மின்னஞ்சலை உள்ளிடவும்,માન્ય ઇમેઇલ દાખલ કરો,درست ای میل درج کریں۔
FORM_ERROR_MESSAGES,,ENTER_VALID_YEAR,Enter valid Year,वैध वर्ष प्रविष्ट करा.,वैध वर्ष दर्ज करें,ଉପଯୁକ୍ତ ବର୍ଷ ପ୍ରବେଶ କରନ୍ତୁ |,చెల్లుబాటు అయ్యే సంవత్సరాన్ని నమోదు చేయండి,ಮಾನ್ಯ ವರ್ಷವನ್ನು ನಮೂದಿಸಿ,செல்லத்தக்க ஆண்டை உள்ளிடவும்,માન્ય વર્ષ દાખલ કરો,درست سال درج کریں۔
FORM_ERROR_MESSAGES,,MUST_BE_LESS_THAN,{{fieldname}} must be less than {{maxLength}},{{fieldname}} {{maxLength}} पेक्षा कमी असले पाहिजे.,{{fieldname}} {{maxLength}} से कम होना चाहिए,{{fieldname}} {{maxLength}} ଠାରୁ କମ୍ ହେବା ଜରୁରୀ |,{{fieldname}} {{maxLength}} కంటే తక్కువగా ఉండాలి,{{fieldname}} {{maxLength}} ಕ್ಕಿಂತ ಕಡಿಮೆ ಇರಬೇಕು.,{{fieldname}} {{maxLength}} ஐ விடக் குறைவாக இருக்க வேண்டும்,{{fieldname}} {{maxLength}} કરતાં ઓછું હોવું આવશ્યક છે,{{فیلڈ کا نام}}سے کم ہونا چاہیے {{ زیاده سے زیاده لمبائی}} 
FORM_ERROR_MESSAGES,,MUST_BE_GREATER_THAN,{{fieldname}} must be greater than {{minLength}},{{fieldname}} {{minLength}} पेक्षा जास्त असले पाहिजे.,{{fieldname}} {{minLength}} से अधिक होना चाहिए,{{fieldname}} {{minLength}} ଠାରୁ ଅଧିକ ହେବା ଜରୁରୀ |,{{fieldname}} {{minLength}} కంటే ఎక్కువగా ఉండాలి,{{fieldname}} {{minLength}} ಕ್ಕಿಂತ ಹೆಚ್ಚಾಗಿರಬೇಕು.,{{fieldname}} கண்டிப்பாக {{minLength}} ஐ விட அதிகமாக இருக்க வேண்டும்,{{fieldname}} {{minLength}} કરતાં મોટી હોવી જોઈએ,{فیلڈ کا نام}}سے بڑا ہونا چاہیے {{ کم از کم}} 
FORM_ERROR_MESSAGES,,ENTER_VALID_CENTER_NAME,Enter valid center name,वैध केंद्राचे नाव प्रविष्ट करा.,वैध केंद्र नाम दर्ज करें,ଉପଯୁକ୍ତ କେନ୍ଦ୍ର ନାମ ପ୍ରବେଶ କରନ୍ତୁ,చెల్లుబాటు అయ్యే కేంద్రం పేరును నమోదు చేయండి,ವ್ಯಾಲಿಡ್ ಕೇಂದ್ರದ ಹೆಸರನ್ನು ನಮೂದಿಸಿ,சரியான மையத்தின் பெயரை உள்ளிடவும்,માન્ય સેન્ટર નામ દાખલ કરો,درست مرکز کا نام درج کریں۔
FORM_ERROR_MESSAGES,,SPACE_AND_SPECIAL_CHARACTERS_NOT_ALLOWED,Space and special characters are not allowed,स्पेस आणि विशेष चिन्हे अनुमत नाहीत,स्पेस और विशेष वर्णों की अनुमति नहीं है,ଖାଲି ସ୍ଥାନ ଏବଂ ବିଶେଷ ଅକ୍ଷରଗୁଡ଼ିକୁ ଅନୁମତି ଦିଆଯାଇ ନାହିଁ,ఖాళీ మరియు ప్రత్యేక అక్షరాలు అనుమతించబడవు,ಖಾಲಿ ಜಾಗ ಮತ್ತು ವಿಶೇಷ ಅಕ್ಷರಗಳಿಗೆ ಅನುಮತಿಯಿಲ್ಲ,வெற்றிடங்கள் மற்றும் சிறப்பு எழுத்துக்கள் அனுமதிக்கப்படவில்லை,ખાલી જગ્યા અને વિશેષ અક્ષરોની મંજૂરી નથી,جگہ اور خصوصی حروف کی اجازت نہیں ہے۔
FORM_ERROR_MESSAGES,,DATE_MUST_BE_ON_OR_BEFORE,Date must be on or before {{date}},तारीख {{date}} पूर्वीची असावी,तारीख {{date}} या उससे पहले होनी चाहिए,ତାରିଖ {{date}} ରେ କିମ୍ବା ତା’ପୂର୍ବରୁ ହେବା ଉଚିତ,తేదీ {{date}} నాటికి లేదా అంతకు ముందు ఉండాలి,ದಿನಾಂಕವು {{date}} ರಂದು ಅಥವಾ ಅದಕ್ಕಿಂತ ಮೊದಲು ಇರಬೇಕು,தேதி {{date}} அல்லது அதற்கு முன்பு இருக்க வேண்டும்,તારીખ {{date}} ના રોજ અથવા તે પહેલાં હોવી જોઈએ,تاریخ {{date}} کو یا اس سے پہلے ہونی چاہیے
FORM_ERROR_MESSAGES,,DATE_MUST_BE_ON_OR_AFTER,Date must be on or after {{date}},तारीख {{date}} नंतरची असावी,तारीख {{date}} या उसके बाद होनी चाहिए,ତାରିଖ {{date}} ରେ କିମ୍ବା ତା’ପରେ ହେବା ଉଚିତ,తేదీ {{date}} నాటికి లేదా ఆ తర్వాత ఉండాలి,ದಿನಾಂಕವು {{date}} ರಂದು ಅಥವಾ ಅದಕ್ಕಿಂತ ನಂತರ ಇರಬೇಕು,தேதி {{date}} அல்லது அதற்குப் பிறகு இருக்க வேண்டும்,તારીખ {{date}} ના રોજ અથવા તે પછી હોવી જોઈએ,تاریخ {{date}} کو یا اس کے بعد ہونی چاہیے
COURSE_PLANNER,,COURSE_PLANNER,Curriculum Plan,कोर्स योजना,कोर्स योजना,ପାଠ୍ୟକ୍ରମ ଯୋଜନା,పాఠ్య ప్రణాళిక,ಪಾಠ್ಯಕ್ರಮ ಯೋಜನೆ,பாடத்திட்டம்,પાઠ્યક્રમ યોજના,نصابی منصوبہ
COURSE_PLANNER,,FOUNDATION_COURSE,Foundation Course,फाउंडेशन कोर्स,फाउंडेशन कोर्स,ମୂଳ ପାଠ୍ୟକ୍ରମ,ఫౌండేషన్ కోర్సు,ಫೌಂಡೇಶನ್ ಕೋರ್ಸ್,பவுண்டேஷன் கோர்ஸ்,ફાઉન્ડેશન કોર્ષ,فاؤنڈیشن کورس
COURSE_PLANNER,,MAIN_COURSE,Main Course,मुख्य कोर्स,मुख्य कोर्स,ମୁଖ୍ୟ ପାଠ୍ୟକ୍ରମ,ప్రధాన కోర్సు,ಮೇನ್ ಕೋರ್ಸ್,மெயின் கோர்ஸ்,મેન કોર્ષ,مین کورس
COURSE_PLANNER,,COLLAPSE_ALL,Collapse All,सर्व संकुचित करा,सभी को संकुचित करें,ସମସ୍ତଙ୍କୁ ସଂକ୍ଷିପ୍ତ କରନ୍ତୁ,అన్నీ కుదించు,ಎಲ್ಲವನ್ನೂ ಸಂಕುಚಿತಗೊಳಿಸಿ,அனைத்தையும் சுருக்கு,બધાને સંકુચિત કરો,سبھی کو سکیڑیں۔
COURSE_PLANNER,,EXPAND_ALL,Expand All,सर्व विस्तारित करा,सभी को विस्तारित करें,ସମସ୍ତଙ୍କୁ ବିସ୍ତାର କରନ୍ତୁ,అన్నీ విస్తరించు,ಎಲ್ಲವನ್ನೂ ವಿಸ್ತರಿಸಿ,அனைத்தையும் விரிவாக்கு,બધાને વિસ્તૃત કરો,سبھی کو پھیلائیں۔
COURSE_PLANNER,,RESOURCES,Resources,साधने,संसाधन,ଉତ୍ସଗୁଡ଼ିକ,వనరులు,ಸಂಪನ್ಮೂಲಗಳು,வளங்கள்,સંસાધનો,وسائل
COURSE_PLANNER,,MARK_AS_COMPLETED,Mark As Complete,पूर्ण म्हणून चिन्हांकित करा,पूर्ण के रूप में चिह्नित करें,ସମ୍ପୁର୍ଣ୍ଣ ଭାବରେ ଚିହ୍ନିତ କରନ୍ତୁ,పూర్తయినట్లు గుర్తించు,ಪೂರ್ಣಗೊಂಡಿದೆ ಎಂದು ಗುರುತಿಸಿ,முடிந்ததாகக் குறி,પૂર્ણ તરીકે ચિહ્નિત કરો,مکمل کے بطور نشان زد کریں۔
COURSE_PLANNER,,COURSE_TYPE,Course Type,कोर्स प्रकार,कोर्स प्रकार,ପାଠ୍ୟକ୍ରମ ପ୍ରକାର,కోర్సు రకం,ಕೋರ್ಸ್ ಪ್ರಕಾರ,பாட வகை,અભ્યાસક્રમનો પ્રકાર,کورس کی قسم
COURSE_PLANNER,,SUBTOPICS_SELECTED,subtopics selected,उपविषय निवडलेले आहेत,उपविषयों का चयन किया गया,ଉପବିଷୟଗୁଡିକ ଚୟନ କରାଗଲା,ఎంచుకున్న ఉప-విషయాలు,ಆಯ್ಕೆಮಾಡಿದ ಉಪವಿಷಯಗಳು,தேர்ந்தெடுக்கப்பட்ட துணைத் தலைப்புகள்,પસંદ કરેલ ઉપવિષયો,ذیلی عنوانات کا انتخاب کیا گیا۔
COURSE_PLANNER,,NO_RESOURCES_FOUND,No resources found,कोणतीही साधने सापडली नाही,कोई संसाधन नहीं मिला,କୌଣସି ସମ୍ବଳ ମିଳିଲା ନାହିଁ,వనరులు ఏమీ కనుగొనబడలేదు,ಯಾವುದೇ ಸಂಪನ್ಮೂಲಗಳು ಕಂಡುಬಂದಿಲ್ಲ,எந்த வளங்களும் கிடைக்கவில்லை,કોઈ સંસાધનો મળ્યા નથી,کوئی وسائل نہیں ملے
COURSE_PLANNER,,INVALID_RESOURCE,Invalid Resource,अवैध संसाधन,अमान्य संसाधन,ଇନ ଭେଲିଡ ରିସୋର୍ସ ,చెల్లని వనరు,ಅಮಾನ್ಯ ಸಂಪನ್ಮೂಲ,செல்லாத வளங்கள்,અમાન્ય સંસાધન,غلط وسائل
BOARD_ENROLMENT,,BOARD_ENROLLMENT,Board Enrollment,बोर्ड नोंदणी,बोर्ड नामांकन,ବୋର୍ଡ ନାମାଙ୍କନ,బోర్డు నమోదు,ಬೋರ್ಡ್ ದಾಖಲಾತಿ,போர்டு பதிவு,બોર્ડ નોંધણી,بورڈ اندراج
BOARD_ENROLMENT,,BOARD_SELECTION,Board Selection,बोर्ड निवड,बोर्ड चयन,ବୋର୍ଡ ଚୟନ,బోర్డు ఎంపిక,ಬೋರ್ಡ್ ಆಯ್ಕೆ,போர்டு தேர்வு,બોર્ડની પસંદગી,بورڈ کا انتخاب
BOARD_ENROLMENT,,SUBJECTS_SELECTION,Subjects Selection,विषय निवड,विषय चयन,ବିଷୟ ଚୟନ,సబ్జెక్టుల ఎంపిక,ವಿಷಯಗಳ ಆಯ್ಕೆ,பாடங்கள் தேர்வு,વિષયોની પસંદગી,مضامین کا انتخاب
BOARD_ENROLMENT,,DROPPED_OUT,Dropped Out,ड्रॉपआउट झाले.,ड्रॉपआउट हुआ,ଡ୍ରପଆଉଟ ହୋଇଛନ୍ତି,డ్రాప్ ఔట్ అయినారు,ಡ್ರಾಪ್ ಔಟ್,டிராப்-அவுட் ஆனவர்,ડ્રોપ આઉટ,ڈراپ آؤٹ
BOARD_ENROLMENT,,FEE_PAYMENT,Fee Payment,शुल्क भरले,शुल्क भुगतान,ଶୁଳ୍କ ଦେବା,ఫీజు చెల్లింపు,ಶುಲ್ಕ ಪಾವತಿ,கட்டணம் செலுத்துதல்,ફી ચુકવણી,فیس کی ادائیگی
BOARD_ENROLMENT,,BOARD_ENROLLMENT_NUMBER,Board Enrollment Number,बोर्ड नोंदणी क्रमांक,बोर्ड पंजीकरण संख्या,ବୋର୍ଡ ପଞ୍ଜୀକରଣ ସଂଖ୍ୟା |,బోర్డు నమోదు సంఖ్య,ಬೋರ್ಡ್ ದಾಖಲಾತಿ ಸಂಖ್ಯೆ,போர்டு சேர்க்கை எண்,બોર્ડ નોંધણી નંબર,بورڈ انرولمنٹ نمبر
BOARD_ENROLMENT,,EXAM_FEES_PAID,Exam Fees Paid?,परीक्षा शुल्क भरले आहे का ?(वैकल्पिक),परीक्षा शुल्क का भुगतान किया? (वैकल्पिक),ପରୀକ୍ଷା ଦେୟ ପ୍ରଦାନ କରାଯାଇଛି? (ବିକଳ୍ପ),పరీక్ష ఫీజు చెల్లించారా?,ಪರೀಕ್ಷಾ ಶುಲ್ಕ ಪಾವತಿಸಲಾಗಿದೆಯೇ? (ಐಚ್ಛಿಕ),போர்டு கட்டணம் செலுத்தப்பட்டதா?,પરીક્ષા ફી ચૂકવી છે? (વૈકલ્પિક),امتحان کی فیس ادا کی؟
BOARD_ENROLMENT,,SAVE_AND_NEXT,Save and Next,जतन करा ( साठवा )आणि पुढे जा,सहेजें और आगे बढ़ें,ସେଭ୍ ଏବଂ ପରବର୍ତ୍ତୀ,సేవ్ చేసి తదుపరి,ಉಳಿಸಿ ಮತ್ತು ಮುಂದೆ,சேமி மற்றும் அடுத்து,સાચવો અને આગળ,محفوظ کریں اور اگلا
BOARD_ENROLMENT,,TO_SAVE_YOUR_PROGRESS,“Save & Next” to save your progress. You can come back and change it anytime.,तुमची प्रगती जतन करण्यासाठी “जतन करा आणि पुढे जा”यावर  क्लिक करा. तुम्ही कधीही परत येऊन बदल करू शकता.,“सहेजें और आगे बढ़ें” पर क्लिक करके अपनी प्रगति सहेजें। आप इसे कभी भी बदल सकते हैं।,“ସେଭ୍ ଏବଂ ଅଗ୍ରଗତି” କ୍ଲିକ୍ କରି ତୁମର ଅଗ୍ରଗତି ସଞ୍ଚୟ କର | ଆପଣ ଏହାକୁ ଯେକୌଣସି ସମୟରେ ପରିବର୍ତ୍ତନ କରିପାରିବେ |,మీరు ఎప్పుడైనా తిరిగి వచ్చి దానిని మార్చవచ్చు.,ನಿಮ್ಮ ಪ್ರಗತಿಯನ್ನು ಉಳಿಸಲು “ಉಳಿಸಿ ಮತ್ತು ಮುಂದೆ”. ನೀವು ಹಿಂತಿರುಗಿ ಮತ್ತು ಅದನ್ನು ಯಾವಾಗ ಬೇಕಾದರೂ ಬದಲಾಯಿಸಬಹುದು.,"உங்கள் முன்னேற்றத்தைச் சேமிக்க ""சேமி & அடுத்து"". நீங்கள் எப்போது வேண்டுமானாலும் திரும்பி வந்து மாற்றலாம்.","તમારી પ્રગતિ બચાવવા માટે ""સાચવો અને આગળ"" તમે પાછા આવી શકો છો અને તેને ગમે ત્યારે બદલી શકો છો.","اپنی پیشرفت کو بچانے کے لیے ""محفوظ کریں اور اگلا""۔ آپ کسی بھی وقت واپس آ سکتے ہیں اور اسے تبدیل کر سکتے ہیں۔"
