Module,Submodule,Key,English,Marathi,Hindi,Odiya,Telugu,Kannada,Tamil,Gujarati,Urdu
CONTENT_CREATOR_REVIEWER,,CONTENT_REVIEWER,Content Reviewer,सामग्री पुनरावलोकनकर्ता,सामग्री समीक्षक,ବିଷୟବସ୍ତୁ ସମୀକ୍ଷକ,కంటెంట్ సమీక్షకుడు,ವಿಷಯ ಪರಿಶೀಲಕರು ,உள்ளடக்க மதிப்பாய்வாளர்,સામગ્રી સમીક્ષક,مواد کا جائزہ لینے والا
CONTENT_CREATOR_REVIEWER,,CONTENT_CREATOR_REVIEWER,Content Creator/Reviewer,सामग्री निर्माता/पुनरावलोकक,सामग्री निर्माता/समीक्षक,ବିଷୟବସ୍ତୁ ସୃଷ୍ଟିକର୍ତ୍ତା/ସମୀକ୍ଷକ,కంటెంట్ సృష్టికర్త/సమీక్షకుడు,ವಿಷಯ ರಚನೆಕಾರ/ಪರಿಶೀಲಕರು ,உள்ளடக்க உருவாக்குநர்/மதிப்பாய்வாளர்,સામગ્રી નિર્માતા/સમીક્ષક,مواد کا تخلیق کار/ جائزہ لینے والا
CONTENT_CREATOR_REVIEWER,,SEARCH_CONTENT_CREATOR,Search content creator...,सामग्री निर्माता शोधा...,सामग्री निर्माता खोजें...,ବିଷୟବସ୍ତୁ ସୃଷ୍ଟିକାରୀଙ୍କୁ ଖୋଜନ୍ତୁ...,కంటెంట్ సృష్టికర్తను శోధించండి...,ವಿಷಯ ರಚನೆಕಾರರನ್ನು ಹುಡುಕಿ...,உள்ளடக்க உருவாக்குநரைத் தேடவும்...,સામગ્રી નિર્માતા શોધો...,مواد کے تخلیق کار کو تلاش کریں...
CONTENT_CREATOR_REVIEWER,,EDIT_CONTENT_CREATOR,Edit content creator,सामग्री निर्माता संपादित करा,सामग्री निर्माता संपादित करें,ବିଷୟବସ୍ତୁ ସୃଷ୍ଟିକାରୀଙ୍କୁ ଏଡିଟ୍ କରନ୍ତୁ,కంటెంట్ సృష్టికర్తను సవరించండి,ವಿಷಯ ರಚನೆಕಾರರನ್ನು ಎಡಿಟ್ ಮಾಡಿ ,உள்ளடக்க உருவாக்குநரைத் திருத்தவும்,સામગ્રી નિર્માતા સંપાદિત કરો,مواد کے تخلیق کار میں ترمیم کریں۔
CONTENT_CREATOR_REVIEWER,,CREATE_CONTENT_CREATOR,Create content creator,सामग्री निर्माता तयार करा,सामग्री निर्माता बनाएँ,କଣ୍ଟେଣ୍ଟ କ୍ରିଏଟର ତିଆରି କରନ୍ତୁ,కంటెంట్ సృష్టికర్తను సృష్టించండి,ವಿಷಯ ರಚನೆಕಾರರನ್ನು ರಚಿಸಿ,உள்ளடக்க உருவாக்குநரை உருவாக்கவும்,સામગ્રી સર્જક બનાવો,مواد تخلیق کار بنائیں
CONTENT_CREATOR_REVIEWER,,EDIT_CONTENT_REVIEWER,Edit content reviewer,सामग्री पुनरावलोकनकर्ता संपादित करा,सामग्री समीक्षक संपादित करें,ବିଷୟବସ୍ତୁ ସମୀକ୍ଷକଙ୍କୁ ଏଡିଟ୍‍ କରନ୍ତୁ,కంటెంట్ సమీక్షకుడిని సవరించండి,ವಿಷಯ ಪರಿಶೀಲಕರು ಎಡಿಟ್ ಮಾಡಿ ,உள்ளடக்க மதிப்பாய்வாளரைத் திருத்தவும்,સામગ્રી સમીક્ષક સંપાદિત કરો,مواد کا جائزہ لینے والے میں ترمیم کریں。
PROGRAM_MANAGEMENT,,PROGRAM_CREATED_SUCCESS,Program Created Successfully!,कार्यक्रम यशस्वीरित्या तयार झाला!,कार्यक्रम सफलतापूर्वक बनाया गया!,କାର୍ଯ୍ୟକ୍ରମ ସଫଳତାର ସହିତ ସୃଷ୍ଟି ହୋଇଛି!,ప్రోగ్రామ్ విజయవంతంగా సృష్టించబడింది!,ಕಾರ್ಯಕ್ರಮವನ್ನು ಯಶಸ್ವಿಯಾಗಿ ರಚಿಸಲಾಗಿದೆ!,திட்டம் வெற்றிகரமாக உருவாக்கப்பட்டது!,પ્રોગ્રામ સફળતાપૂર્વક બનાવવામાં આવ્યો!,پروگرام کامیابی سے بنایا گیا!
PROGRAM_MANAGEMENT,,PROGRAM_DELETED_SUCCESS,Program Deleted Successfully!,कार्यक्रम यशस्वीरित्या हटवला!,कार्यक्रम सफलतापूर्वक हटाया गया!,କାର୍ଯ୍ୟକ୍ରମ ସଫଳତାର ସହିତ ଡିଲିଟ  ହୋଇଛି!,ప్రోగ్రామ్ విజయవంతంగా తొలగించబడింది!,ಕಾರ್ಯಕ್ರಮವನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಅಳಿಸಲಾಗಿದೆ!,திட்டம் வெற்றிகரமாக நீக்கப்பட்டது!,પ્રોગ્રામ સફળતાપૂર્વક કાઢી નાખવામાં આવ્યો!,پروگرام کامیابی سے حذف ہو گیا!
PROGRAM_MANAGEMENT,,PROGRAM_ALREADY_EXISTS,Program Already Exists!,कार्यक्रम आधीच अस्तित्वात आहे!,कार्यक्रम पहले से मौजूद है!,କାର୍ଯ୍ୟକ୍ରମ ପୂର୍ବରୁ ଅଛି!,ప్రోగ్రామ్ ఇప్పటికే ఉంది!,ಕಾರ್ಯಕ್ರಮ ಈಗಾಗಲೇ ಅಸ್ತಿತ್ವದಲ್ಲಿದೆ!,திட்டம் ஏற்கனவே உள்ளது!,પ્રોગ્રામ પહેલેથી જ અસ્તિત્વમાં છે!,پروگرام پہلے سے موجود ہے!
PROGRAM_MANAGEMENT,,DRAFT,Draft,ड्राफ्ट,मसौदा,ଖସଡ଼ା,డ్రాఫ్ట్,ಡ್ರಾಫ್ಟ್ ,வரைவு,ડ્રાફ્ટ,مسودہ
PROGRAM_MANAGEMENT,,MARK_AS_DRAFT,"Yes, Unpublish","होय, प्रकाशित करू नका","हाँ, अनपब्लिश करें","ହଁ, ପ୍ରକାଶିତ ନ କରନ୍ତୁ","అవును, ప్రచురణను తీసివేయండి","ಹೌದು, ಪ್ರಕಟಣೆಯಿಂದ ತೆಗೆದುಹಾಕಿ","ஆம், வெளியீட்டை நீக்கவும்","હા, અપ્રકાશિત",ہاں، غیر شائع کریں۔
PROGRAM_MANAGEMENT,,ARCHIVED,Archived,संग्रहीत,संग्रहीत,ସଂରକ୍ଷିତ ହୋଇଛି,ఆర్కైవ్ చేయబడింది,ಸಂಗ್ರಹಿತ,காப்பகப்படுத்தப்பட்டது,આર્કાઇવ કરેલ,محفوظ شدہ
PROGRAM_MANAGEMENT,,PUBLISHED,Published,प्रकाशित,प्रकाशित,ପ୍ରକାଶିତ,ప్రచురించబడింది,ಪ್ರಕಟಿತ,வெளியிடப்பட்டது,પ્રકાશિત,شائع شدہ
PROGRAM_MANAGEMENT,,PUBLISH,Publish,प्रकाशित करा,प्रकाशित करें,ପ୍ରକାଶ କରନ୍ତୁ,ప్రచురించు,ಪ್ರಕಟಿಸು,வெளியிடவும்,પ્રકાશિત કરો,شائع کریں۔
PROGRAM_MANAGEMENT,,UNPUBLISHED,Unpublish,प्रकाशित न करा,अनपब्लिश करें,ପ୍ରକାଶିତ ନ କରନ୍ତୁ,ప్రచురణను తీసివేయండి,ಪ್ರಕಟಣೆಯಿಂದ ತೆಗೆದುಹಾಕು,வெளியீட்டை நீக்கவும்,પ્રકાશન રદ કરો,غیر شائع کریں۔
PROGRAM_MANAGEMENT,,PROGRAM_PUBLISHED_SUCCESS,Program Published Successfully!,कार्यक्रम यशस्वीरित्या प्रकाशित झाला!,कार्यक्रम सफलतापूर्वक प्रकाशित किया गया!,କାର୍ଯ୍ୟକ୍ରମ ସଫଳତାର ସହିତ ପ୍ରକାଶିତ ହୋଇଛି,ప్రోగ్రామ్ విజయవంతంగా ప్రచురించబడింది!,ಕಾರ್ಯಕ್ರಮ ಯಶಸ್ವಿಯಾಗಿ ಪ್ರಕಟಿತವಾಗಿದೆ!,திட்டம் வெற்றிகரமாக வெளியிடப்பட்டது!,પ્રોગ્રામ સફળતાપૂર્વક પ્રકાશિત થયો!,پروگرام کامیابی کے ساتھ شائع ہوا!
PROGRAM_MANAGEMENT,,PROGRAM_DRAFT,Program marked as a Draft,कार्यक्रम ड्राफ्ट म्हणून चिन्हित केला,कार्यक्रम को मसौदा के रूप में चिह्नित किया गया,କାର୍ଯ୍ୟକ୍ରମ ଖସଡ଼ା ଭାବରେ ଚିହ୍ନିତ ହୋଇଛି,ప్రోగ్రామ్ డ్రాఫ్ట్‌గా గుర్తించబడింది,ಕಾರ್ಯಕ್ರಮ ಡ್ರಾಫ್ಟ್  ಆಗಿ ಗುರುತಿಸಲಾಗಿದೆ,திட்டம் வரைவாகக் குறிக்கப்பட்டது,પ્રોગ્રામ ડ્રાફ્ટ તરીકે ચિહ્નિત થયો,پروگرام کو ڈرافٹ کے بطور نشان زد کیا گیا ہے۔
PROGRAM_MANAGEMENT,,PROGRAM_UPDATED_SUCCESS,Program Updated Successfully!,कार्यक्रम यशस्वीरित्या अपडेट झाला!,कार्यक्रम सफलतापूर्वक अपडेट किया गया!,କାର୍ଯ୍ୟକ୍ରମ ସଫଳତାର ସହିତ ଅପଡେଟ  ହୋଇଛି,ప్రోగ్రామ్ విజయవంతంగా నవీకరించబడింది!,ಕಾರ್ಯಕ್ರಮ ಯಶಸ್ವಿಯಾಗಿ ನವೀಕರಿಸಲಾಗಿದೆ!,திட்டம் வெற்றிகரமாகப் புதுப்பிக்கப்பட்டது!,પ્રોગ્રામ સફળતાપૂર્વક અપડેટ થયો!,پروگرام کو کامیابی کے ساتھ اپ ڈیٹ کیا گیا!
PROGRAM_MANAGEMENT,,SURE_TO_PUBLISH_PROGRAM,"Are you sure, you want to Publish this program?",तुम्ही निश्चितपणे हा कार्यक्रम प्रकाशित करू इच्छिता का?,"क्या आप निश्चित हैं, आप इस कार्यक्रम को प्रकाशित करना चाहते हैं?",ଆପଣ ନିଶ୍ଚିତ କି ଆପଣ ଏହି କାର୍ଯ୍ୟକ୍ରମକୁ ପ୍ରକାଶ କରିବାକୁ ଚାହାଁନ୍ତି?,"మీరు ఖచ్చితంగా, మీరు ఈ ప్రోగ్రామ్‌ను ప్రచురించాలనుకుంటున్నారా?","ನೀವು ಖಚಿತವಾಗಿದ್ದೀರಾ, ಈ ಕಾರ್ಯಕ್ರಮವನ್ನು ಪ್ರಕಟಿಸಲು?",இந்தத் திட்டத்தை வெளியிட விரும்புகிறீர்களா?,શું તમને ખાતરી છે કે તમે આ પ્રોગ્રામ પ્રકાશિત કરવા માંગો છો?,کیا آپ واقعی اس پروگرام کو شائع کرنا چاہتے ہیں؟
PROGRAM_MANAGEMENT,,SURE_TO_REVERT_PROGRAM,"Are you sure you want to unpublish this program, It will be marked as a draft? ",तुम्ही निश्चितपणे हा कार्यक्रम प्रकाशित न करायचा का? हे ड्राफ्ट म्हणून चिन्हित केले जाईल.,"क्या आप निश्चित हैं कि आप इस कार्यक्रम को अनपब्लिश करना चाहते हैं, यह मसौदा के रूप में चिह्नित हो जाएगा?",ଆପଣ ନିଶ୍ଚିତ କି ଏହି କାର୍ଯ୍ୟକ୍ରମକୁ ଅପ୍ରକାଶିତ କରିବାକୁ ଚାହୁଁଛନ୍ତି? ଏହାକୁ ଖସଡ଼ା ଭାବରେ ଚିହ୍ନିତ କରାଯିବ।,ఈ ప్రోగ్రామ్‌ను అన్‌పబ్లిష్ చేయాలనుకుంటున్నారని ఖచ్చితంగా అనుకుంటున్నారా? ఇది డ్రాఫ్ట్‌గా గుర్తించబడుతుంది.,"ಈ ಪ್ರೋಗ್ರಾಂ ಅನ್ನು ಪ್ರಕಟಿಸದಿರಲು ನೀವು ಖಚಿತವಾಗಿ ಬಯಸುವಿರಾ, ಇದನ್ನು ಡ್ರಾಫ್ಟ್ ಎಂದು ಗುರುತಿಸಲಾಗುತ್ತದೆಯೇ?",இந்தத் திட்டத்தின் வெளியீட்டை நீக்க விரும்புகிறீர்களா? இது வரைவாகக் குறிக்கப்படும்.,"શું તમને ખાતરી છે કે તમે આ પ્રોગ્રામને પ્રકાશિત કરવાનું રદ કરવા માંગો છો, તેને ડ્રાફ્ટ તરીકે ચિહ્નિત કરવામાં આવશે?",کیا آپ واقعی اس پروگرام کی اشاعت کو ختم کرنا چاہتے ہیں، اسے ایک مسودہ کے طور پر نشان زد کیا جائے گا؟
PROGRAM_MANAGEMENT,,SURE_PROGRAM_DELETE,Are you sure to delete this program?,तुम्ही हा कार्यक्रम हटवू इच्छिता का?,क्या आप इस कार्यक्रम को हटाना चाहते हैं?,ଆପଣ ନିଶ୍ଚିତ କି ଆପଣ ଏହି କାର୍ଯ୍ୟକ୍ରମକୁ  ଡିଲିଟ  କରିବାକୁ ଚାହାଁନ୍ତି?,మీరు ఖచ్చితంగా ఈ ప్రోగ్రామ్‌ను తొలగించాలనుకుంటున్నారా?,ಈ ಪ್ರೋಗ್ರಾಂ ಅನ್ನು ಅಳಿಸುವುದು ಖಚಿತವೇ?,இந்தத் திட்டத்தை நீக்க விரும்புகிறீர்களா?,શું તમે ખાતરી કરો કે આ પ્રોગ્રામ કાઢી નાખવાનો છે?,کیا آپ واقعی اس پروگرام کو حذف کرنا چاہتے ہیں؟
PROGRAM_MANAGEMENT,,SURE_PUBLISH_PROGRAM_UPDATE,The program is already published. Are you sure you want to update it?,कार्यक्रम आधीच प्रकाशित झाला आहे. तुम्ही नक्कीच त्याला अपडेट करू इच्छिता का?,कार्यक्रम पहले से प्रकाशित है। क्या आप इसे अपडेट करना चाहते हैं?,କାର୍ଯ୍ୟକ୍ରମ ପୂର୍ବରୁ ପ୍ରକାଶିତ ହୋଇଛି। ଆପଣ ନିଶ୍ଚିତ କି ଆପଣ ଏହାକୁ ଅପଡେଟ କରିବାକୁ ଚାହାଁନ୍ତି?,ప్రోగ్రామ్ ఇప్పటికే ప్రచురించబడింది. మీరు ఖచ్చితంగా దీన్ని నవీకరించాలనుకుంటున్నారా?,ಪ್ರೋಗ್ರಾಂ ಅನ್ನು ಈಗಾಗಲೇ ಪ್ರಕಟಿಸಲಾಗಿದೆ. ನೀವು ಅದನ್ನು ನವೀಕರಿಸಲು ಖಚಿತವಾಗಿ ಬಯಸುವಿರಾ?,இந்தத் திட்டம் ஏற்கனவே வெளியிடப்பட்டுள்ளது. இதைப் புதுப்பிக்க விரும்புகிறீர்களா?,પ્રોગ્રામ પહેલેથી જ પ્રકાશિત થયેલ છે. શું તમે ખાતરી કરો કે તમે તેને અપડેટ કરવા માંગો છો?,پروگرام پہلے ہی شائع ہو چکا ہے۔ کیا آپ واقعی اسے اپ ڈیٹ کرنا چاہتے ہیں؟
PROGRAM_MANAGEMENT,,SAVE_AS_DRAFT,Save as Draft,ड्राफ्ट म्हणून सहेज करा,मसौदे के रूप में सहेजें,ଖସଡ଼ା ଭାବରେ ସଂରକ୍ଷଣ କରନ୍ତୁ,డ్రాఫ్ట్‌గా సేవ్ చేయండి,ಡ್ರಾಫ್ಟ್ ಆಗಿ ಉಳಿಸಿ,வரைவாகச் சேமிக்கவும்,ડ્રાફ્ટ તરીકે સાચવો,ڈرافٹ کے طور پر محفوظ کریں۔
PROGRAM_MANAGEMENT,,CONTINUE_PROGRAM,Do you want to continue  or discard the changes?,तुम्हाला पुढे जाण्याची आवश्यकता आहे का किंवा बदल नाकारू इच्छिता?,क्या आप बदलाव जारी रखना चाहते हैं या त्यागना चाहते हैं?,ଆପଣ ପରିବର୍ତ୍ତନଗୁଡ଼ିକୁ ଜାରି ରଖିବାକୁ ଚାହୁଁଛନ୍ତି କି ନା ସେଗୁଡ଼ିକୁ ଡିଲିଟ  କରିବାକୁ ଚାହୁଁଛନ୍ତି?,మీరు మార్పులను కొనసాగించాలనుకుంటున్నారా లేదా విస్మరించాలనుకుంటున్నారా?,ನೀವು ಬದಲಾವಣೆಗಳನ್ನು ಮುಂದುವರಿಸಲು ಅಥವಾ ತ್ಯಜಿಸಲು ಬಯಸುವಿರಾ?,தொடரவா அல்லது மாற்றங்களை நிராகரிக்கவா விரும்புகிறீர்கள்?,શું તમે ચાલુ રાખવા માંગો છો કે ફેરફારો કાઢી નાખવા માંગો છો?,کیا آپ تبدیلیاں جاری رکھنا چاہتے ہیں یا رد کرنا چاہتے ہیں؟
PROGRAM_MANAGEMENT,,DRAFTS,Drafts,ड्राफ्ट,मसौदे,ଖସଡ଼ାଗୁଡିକ,డ్రాఫ్ట్‌లు,ಡ್ರಾಫ್ಟ್‌ಗಳು,வரைவுகள்,ડ્રાફ્ટ્સ,ڈرافٹ
PROGRAM_MANAGEMENT,,DISCARD_CHANGES,Discard Changes,बदल नाकारू,बदलाव त्यागें,ବଦଳଗୁଡ,మార్పులను విస్మరించండి,ಬದಲಾವಣೆಗಳನ್ನು ತ್ಯಜಿಸಿ,மாற்றங்களை நிராகரிக்கவும்,ફેરફારો કાઢી નાખો,تبدیلیاں رد کریں。
NOTIFICATION,,CONTEXT_TYPE,Context Type,संदर्भ प्रकार,संदर्भ प्रकार,ପ୍ରସଙ୍ଗ ପ୍ରକାର,సందర్భ రకం,ಸಂದರ್ಭ ಪ್ರಕಾರ,சூழல் வகை,સંદર્ભ પ્રકાર,سیاق و سباق کی قسم
NOTIFICATION,,ADD_NOTIFICATION_TEMPLATE,Add Notification Template,सूचना टेम्पलेट जोडा,सूचना टेम्पलेट जोड़ें,ଅଧିସୂଚନା ଟେମ୍ପ୍ଲେଟ୍ ଯୋଗ କରନ୍ତୁ,నోటిఫికేషన్ టెంప్లేట్‌ను జోడించండి,ಅಧಿಸೂಚನೆ ಟೆಂಪ್ಲೇಟ್ ಸೇರಿಸಿ,அறிவிப்பு டெம்ப்ளேட்டைச் சேர்க்கவும்,સૂચના ટેમ્પલેટ ઉમેરો,نوٹیفکیشن ٹیمپلیٹ شامل کریں۔
NOTIFICATION,,UPDATE_NOTIFICATION_TEMPLATE,Update Notification Template,सूचना टेम्पलेट अपडेट करा,सूचना टेम्पलेट अपडेट करें,ଅଧିସୂଚନା ଟେମ୍ପ୍ଲେଟ୍ ଅପଡେଟ୍ କରନ୍ତୁ,నోటిఫికేషన్ టెంప్లేట్‌ను నవీకరించండి,ಅಧಿಸೂಚನೆ ಟೆಂಪ್ಲೇಟ್ ಅನ್ನು ನವೀಕರಿಸಿ,அறிவிப்பு டெம்ப்ளேட்டைப் புதுப்பிக்கவும்,સૂચના ટેમ્પલેટ અપડેટ કરો,نوٹیفکیشن ٹیمپلیٹ کو اپ ڈیٹ کریں۔
NOTIFICATION,,PLEASE_FILL_REQUIRED_FIELDS,Please fill in at least one template with both subject and body.,"कृपया कमीत कमी एक टेम्पलेट भरा, ज्यामध्ये विषय आणि सामग्री दोन्ही असावे.",कृपया कम से कम एक टेम्पलेट भरें जिसमें विषय और सामग्री दोनों हो।,ଦୟାକରି ଅତି କମରେ ଗୋଟିଏ ଟେମ୍ପ୍ଲେଟ୍‌ରେ ବିଷୟ ଓ ବଡି ଦୁହିଁ ଭରନ୍ତୁ।,దయచేసి కనీసం ఒక టెంప్లేట్‌ను సబ్జెక్ట్ మరియు బాడీ రెండింటితోనూ పూరించండి.,ದಯವಿಟ್ಟು ವಿಷಯ ಮತ್ತು ಮುಖ್ಯ ಭಾಗ ಎರಡನ್ನೂ ಹೊಂದಿರುವ ಕನಿಷ್ಠ ಒಂದು ಟೆಂಪ್ಲೇಟ್ ಅನ್ನು ಭರ್ತಿ ಮಾಡಿ.,பொருள் மற்றும் உடல் இரண்டையும் சேர்த்து குறைந்தது ஒரு டெம்ப்ளேட்டையாவது நிரப்பவும்,કૃપા કરીને વિષય અને મુખ્ય ભાગ બંને સાથે ઓછામાં ઓછો એક ટેમ્પલેટ ભરો.,براہ کرم موضوع اور باڈی دونوں کے ساتھ کم از کم ایک ٹیمپلیٹ پُر کریں۔
NOTIFICATION,,TEMPLATE_ADDED_SUCCESS,Template Added Successfully!,टेम्पलेट यशस्वीरित्या जोडले!,टेम्पलेट सफलतापूर्वक जोड़ा गया!,ଟେମ୍ପ୍ଲେଟ୍ ସଫଳଭାବରେ ଯୋଗ ହେଲା!,టెంప్లేట్ విజయవంతంగా జోడించబడింది!,ಟೆಂಪ್ಲೇಟ್ ಅನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಸೇರಿಸಲಾಗಿದೆ!,டெம்ப்ளேட் வெற்றிகரமாக சேர்க்கப்பட்டது!,ટેમ્પલેટ સફળતાપૂર્વક ઉમેરાયો!,ٹیمپلیٹ کامیابی کے ساتھ شامل کر دیا گیا!
NOTIFICATION,,TEMPLATE_UPDATED_SUCCESS,Template Updated Successfully!,टेम्पलेट यशस्वीरित्या अपडेट केले!,टेम्पलेट सफलतापूर्वक अपडेट किया गया!,ଟେମ୍ପ୍ଲେଟ୍ ସଫଳଭାବରେ ଅପଡେଟ୍ ହେଲା!,టెంప్లేట్ విజయవంతంగా నవీకరించబడింది!,ಟೆಂಪ್ಲೇಟ್ ಅನ್ನು ಯಶಸ್ವಿಯಾಗಿ ನವೀಕರಿಸಲಾಗಿದೆ!,டெம்ப்ளேட் வெற்றிகரமாகப் புதுப்பிக்கப்பட்டது!,ટેમ્પલેટ સફળતાપૂર્વક અપડેટ થયો!,ٹیمپلیٹ کامیابی کے ساتھ اپ ڈیٹ ہو گیا!
NOTIFICATION,,UNPUBLISHED,Unpublished,प्रकाशित न केलेले,अनपब्लिश,ପ୍ରକାଶିତ ହୋଇନାହିଁ,ప్రచురించబడలేదు,ಅಪ್ರಕಟಿತ,வெளியிடப்படாதது,અપ્રકાશિત,غیر مطبوعہ
NOTIFICATION,,PUBLISHED,Published,प्रकाशित,प्रकाशित,ପ୍ରକାଶିତ,ప్రచురించబడింది,ಪ್ರಕಟಿಸಲಾಗಿದೆ,வெளியிடப்பட்டது,પ્રકાશિત,شائع شدہ
NOTIFICATION,,TEMPLATE,Template,टेम्पलेट,टेम्पलेट,ଟେମ୍ପ୍ଲେଟ୍,టెంప్లేట్,ಟೆಂಪ್ಲೇಟ್,டெம்ப்ளேட் ,નમૂનો,سانچہ
NOTIFICATION,,USE_SAMPLE_TEMPLATE,Use Sample Template,सॅम्पल टेम्पलेट वापरा,नमूना टेम्पलेट उपयोग करें,ନମୁନା ଟେମ୍ପ୍ଲେଟ୍ ବ୍ୟବହାର କରନ୍ତୁ,నమూనా టెంప్లేట్‌ను ఉపయోగించండి,ಮಾದರಿ ಟೆಂಪ್ಲೇಟ್ ಬಳಸಿ,மாதிரி டெம்ப்ளேட்டைப் பயன்படுத்தவும்,નમૂના ટેમ્પલેટનો ઉપયોગ કરો,نمونہ ٹیمپلیٹ استعمال کریں۔
NOTIFICATION,,PREVIEW,Preview,पूर्वावलोकन करा,पूर्वावलोकन,ପୂର୍ବାଦର୍ଶନ,ప్రివ్యూ,ಪೂರ್ವವೀಕ್ಷಣೆ,முன்னோட்டம்,પૂર્વાવલોકન,پیش نظارہ
NOTIFICATION,,RESET,Reset,रीसेट करा,रीसेट,ପୁନଃସେଟ୍,రీసెట్ చేయండి,ಮರುಹೊಂದಿಸಿ,மீட்டமை,રીસેટ,دوبارہ ترتیب دیں۔
NOTIFICATION,,UPDATE_TEMPLATE,Update Template,टेम्पलेट अपडेट करा,टेम्पलेट अपडेट करें,ଟେମ୍ପ୍ଲେଟ୍ ଅପଡେଟ୍ କରନ୍ତୁ,టెంప్లేట్‌ను నవీకరించండి,ಟೆಂಪ್ಲೇಟ್ ಅನ್ನು ನವೀಕರಿಸಿ,டெம்ப்ளேட்டை புதுப்பிக்கவும்,નમૂનો અપડેટ કરો,سانچہ اپ ڈیٹ کریں۔
NOTIFICATION,,DELETE_TEMPLATE_ALERT,Are you sure you want to delete this template?,तुम्ही नक्कीच हा टेम्पलेट हटवू इच्छिता का?,क्या आप निश्चित हैं कि आप इस टेम्पलेट को हटाना चाहते हैं?,ଆପଣ ନିଶ୍ଚିତ କି ଏହି ଟେମ୍ପ୍ଲେଟ୍ ଅପସାରଣ କରିବାକୁ ଚାହୁଁଛନ୍ତି?,మీరు ఈ టెంప్లేట్‌ను తొలగించాలనుకుంటున్నారా?,ಈ ಟೆಂಪ್ಲೇಟ್ ಅನ್ನು ಅಳಿಸಲು ನೀವು ಖಚಿತವಾಗಿ ಬಯಸುವಿರಾ?,இந்த டெம்ப்ளேட்டை நீக்க விரும்புகிறீர்களா?,શું તમે ખરેખર આ ટેમ્પલેટ કાઢી નાખવા માંગો છો?,کیا آپ واقعی اس ٹیمپلیٹ کو حذف کرنا چاہتے ہیں؟
NOTIFICATION,,TEMPLATE_DELETED_SUCCESS,Template with id {{templateId}} deleted successfully,आयडी {{templateId}} असलेला टेम्पलेट यशस्वीरित्या हटवला,टेम्पलेट {{templateId}} सफलतापूर्वक हटाया गया,{{templateId}} ଟେମ୍ପ୍ଲେଟ୍ ସଫଳଭାବରେ ଅପସାରଣ ହେଲା,{{templateId}} అనే ఐడితో టెంప్లేట్ విజయవంతంగా తొలగించబడింది,{{templateId}} ಐಡಿ ಹೊಂದಿರುವ ಟೆಂಪ್ಲೇಟ್ ಅನ್ನು ಯಶಸ್ವಿಯಾಗಿ ಅಳಿಸಲಾಗಿದೆ,{{templateId}} அடையாள எண்ணைக் கொண்ட டெம்ப்ளேட் வெற்றிகரமாக நீக்கப்பட்டது,{templateId}} id ધરાવતો ટેમ્પલેટ સફળતાપૂર્વક કાઢી નાખવામાં આવ્યો,id {{templateId}} والا ٹیمپلیٹ کامیابی کے ساتھ حذف کر دیا گیا۔
NOTIFICATION,,Add_TEMPLATE,Add new Template,नवीन टेम्पलेट जोडा,नया टेम्पलेट जोड़ें,ନୂତନ ଟେମ୍ପ୍ଲେଟ୍ ଯୋଗ କରନ୍ତୁ,కొత్త టెంప్లేట్‌ను జోడించండి,ಹೊಸ ಟೆಂಪ್ಲೇಟ್ ಸೇರಿಸಿ,புதிய டெம்ப்ளேட்டை சேர்க்கவும்,નવું ટેમ્પલેટ ઉમેરો,نیا سانچہ شامل کریں۔
CERTIFICATES,,SEARCHBAR_PLACEHOLDER,Search...,शोधा...,खोजें...,ଖୋଜନ୍ତୁ...,శోధించండి...,ಹುಡುಕಾಟ...,தேடவும்...,શોધો...,تلاش کریں...
CERTIFICATES,,REISSUE_CERTIFICATE,Reissue Certificate,प्रमाणपत्र पुन्हा जारी करा,सर्टिफिकेट फिर से जारी करें,ପୁନଃ ପ୍ରଦାନ କରନ୍ତୁ,సర్టిఫికెట్‌ను తిరిగి జారీ చేయండి,ಪ್ರಮಾಣಪತ್ರವನ್ನು ಮರುವಿತರಣೆ ಮಾಡಿ,சான்றிதழை மீண்டும் வழங்கவும்,પ્રમાણપત્ર ફરીથી જારી કરો,سرٹیفکیٹ دوبارہ جاری کریں۔
CERTIFICATES,,VIEW_CERTIFICATE,View Certificate,प्रमाणपत्र पहा,सर्टिफिकेट देखें,ସର୍ଟିଫିକେଟ୍ ଦେଖନ୍ତୁ,సర్టిఫికెట్‌ను వీక్షించండి,ಪ್ರಮಾಣಪತ್ರವನ್ನು ವೀಕ್ಷಿಸಿ,சான்றிதழைக் காணவும்,પ્રમાણપત્ર જુઓ,سرٹیفکیٹ دیکھیں
CERTIFICATES,,ISSUE_CERTIFICATE,Issue Certificate,प्रमाणपत्र जारी करा,सर्टिफिकेट जारी करें,ସର୍ଟିଫିକେଟ୍ ପ୍ରଦାନ କରନ୍ତୁ,సర్టిఫికెట్ జారీ చేయండి,ಪ್ರಮಾಣಪತ್ರವನ್ನು ನೀಡಿ,சான்றிதழை வழங்கவும்,પ્રમાણપત્ર જારી કરો,سرٹیفکیٹ جاری کریں۔
